# timestamp tx ty tz qx qy qz qw
1762554210.681439 0.822945 0.074701 0.000000 0.000000 0.000000 -0.996638 0.081937
1762554210.714435 0.828024 0.075162 0.000000 0.000000 0.000000 -0.996634 0.081981
1762554210.747737 0.833150 0.075627 0.000000 0.000000 0.000000 -0.996626 0.082071
1762554210.780539 0.838199 0.076087 0.000000 0.000000 0.000000 -0.996611 0.082263
1762554210.813472 0.843269 0.076547 0.000000 0.000000 0.000000 -0.996612 0.082250
1762554210.846480 0.848350 0.077009 0.000000 0.000000 0.000000 -0.996603 0.082356
1762554210.879472 0.853428 0.077470 0.000000 0.000000 0.000000 -0.996611 0.082257
1762554210.912481 0.858509 0.077930 0.000000 0.000000 0.000000 -0.996616 0.082199
1762554210.945475 0.863588 0.078391 0.000000 0.000000 0.000000 -0.996623 0.082119
1762554210.978473 0.868668 0.078851 0.000000 0.000000 0.000000 -0.996623 0.082118
1762554211.011482 0.873749 0.079312 0.000000 0.000000 0.000000 -0.996620 0.082152
1762554211.044451 0.878824 0.079772 0.000000 0.000000 0.000000 -0.996621 0.082133
1762554211.077447 0.883903 0.080233 0.000000 0.000000 0.000000 -0.996618 0.082175
1762554211.110474 0.888987 0.080694 0.000000 0.000000 0.000000 -0.996617 0.082181
1762554211.143440 0.894062 0.081154 0.000000 0.000000 0.000000 -0.996616 0.082195
1762554211.176446 0.899143 0.081616 0.000000 0.000000 0.000000 -0.996615 0.082205
1762554211.209446 0.904222 0.082077 0.000000 0.000000 0.000000 -0.996617 0.082189
1762554211.242452 0.909303 0.082538 0.000000 0.000000 0.000000 -0.996616 0.082193
1762554211.275473 0.914386 0.082999 0.000000 0.000000 0.000000 -0.996619 0.082162
1762554211.308464 0.919464 0.083460 0.000000 0.000000 0.000000 -0.996620 0.082144
1762554211.341451 0.924542 0.083921 0.000000 0.000000 0.000000 -0.996623 0.082116
1762554211.374455 0.929623 0.084382 0.000000 0.000000 0.000000 -0.996624 0.082096
1762554211.407474 0.934705 0.084843 0.000000 0.000000 0.000000 -0.996627 0.082067
1762554211.440464 0.939784 0.085304 0.000000 0.000000 0.000000 -0.996626 0.082077
1762554211.473477 0.944865 0.085765 0.000000 0.000000 0.000000 -0.996625 0.082090
1762554211.506481 0.949946 0.086227 0.000000 0.000000 0.000000 -0.996623 0.082113
1762554211.539468 0.955024 0.086688 0.000000 0.000000 0.000000 -0.996623 0.082116
1762554211.572477 0.960105 0.087149 0.000000 0.000000 0.000000 -0.996624 0.082104
1762554211.605461 0.965182 0.087610 0.000000 0.000000 0.000000 -0.996626 0.082074
1762554211.638451 0.970260 0.088071 0.000000 0.000000 0.000000 -0.996629 0.082041
1762554211.671478 0.975344 0.088532 0.000000 0.000000 0.000000 -0.996630 0.082028
1762554211.704458 0.980421 0.088993 0.000000 0.000000 0.000000 -0.996629 0.082036
1762554211.737452 0.985500 0.089454 0.000000 0.000000 0.000000 -0.996629 0.082042
1762554211.770495 0.990586 0.089916 0.000000 0.000000 0.000000 -0.996629 0.082039
1762554211.803559 0.995676 0.090378 0.000000 0.000000 0.000000 -0.996629 0.082044
1762554211.836529 1.000751 0.090839 0.000000 0.000000 0.000000 -0.996629 0.082044
1762554211.869481 1.005823 0.091299 0.000000 0.000000 0.000000 -0.996629 0.082036
1762554211.902494 1.010905 0.091761 0.000000 0.000000 0.000000 -0.996632 0.082005
1762554211.935465 1.015981 0.092221 0.000000 0.000000 0.000000 -0.996636 0.081957
1762554211.968471 1.023355 0.092837 0.000000 0.000000 0.000000 -0.997121 0.075823
1762554212.001462 1.033335 0.093630 0.000000 0.000000 0.000000 -0.999810 0.019514
1762554212.034459 1.046477 0.094126 0.000000 0.000000 0.000000 0.803081 0.595870
1762554212.067509 1.062760 0.089477 0.000000 0.000000 0.000000 0.728804 0.684722
1762554212.100497 1.079255 0.097231 0.000000 0.000000 0.000000 0.952405 0.304836
1762554212.133487 1.096397 0.095477 0.000000 0.000000 0.000000 0.939146 0.343518
1762554212.166481 1.115371 0.092696 0.000000 0.000000 0.000000 0.917811 0.397017
1762554212.199487 1.135609 0.090605 0.000000 0.000000 0.000000 0.907753 0.419505
1762554212.232484 1.156812 0.089692 0.000000 0.000000 0.000000 0.910124 0.414337
1762554212.265823 1.179154 0.089817 0.000000 0.000000 0.000000 0.919123 0.393971
1762554212.298505 1.202343 0.090741 0.000000 0.000000 0.000000 0.929720 0.368266
1762554212.331517 1.226776 0.092140 0.000000 0.000000 0.000000 0.939746 0.341875
1762554212.364461 1.252282 0.093885 0.000000 0.000000 0.000000 0.948346 0.317238
1762554212.397485 1.278862 0.095866 0.000000 0.000000 0.000000 0.955425 0.295233
1762554212.430472 1.306379 0.098027 0.000000 0.000000 0.000000 0.961115 0.276148
1762554212.463710 1.334880 0.100318 0.000000 0.000000 0.000000 0.965650 0.259844
1762554212.496662 1.363989 0.102731 0.000000 0.000000 0.000000 0.969233 0.246145
1762554212.529480 1.393658 0.105230 0.000000 0.000000 0.000000 0.972061 0.234729
1762554212.562491 1.423979 0.107795 0.000000 0.000000 0.000000 0.974303 0.225242
1762554212.595972 1.455064 0.110425 0.000000 0.000000 0.000000 0.976093 0.217352
1762554212.628462 1.485926 0.113113 0.000000 0.000000 0.000000 0.977518 0.210850
1762554212.661464 1.517411 0.115837 0.000000 0.000000 0.000000 0.978667 0.205453
1762554212.694471 1.549160 0.118598 0.000000 0.000000 0.000000 0.979596 0.200978
1762554212.727463 1.581107 0.121391 0.000000 0.000000 0.000000 0.980356 0.197238
1762554212.760450 1.613213 0.124207 0.000000 0.000000 0.000000 0.980983 0.194095
1762554212.793456 1.645458 0.127042 0.000000 0.000000 0.000000 0.981506 0.191430
1762554212.826477 1.677805 0.129892 0.000000 0.000000 0.000000 0.981949 0.189144
1762554212.859457 1.710186 0.132750 0.000000 0.000000 0.000000 0.982330 0.187159
1762554212.925488 1.775100 0.138479 0.000000 0.000000 0.000000 0.982948 0.183884
1762554212.958504 1.807569 0.141339 0.000000 0.000000 0.000000 0.983200 0.182533
1762554212.991489 1.840000 0.144190 0.000000 0.000000 0.000000 0.983420 0.181340
1762554213.024467 1.872399 0.147027 0.000000 0.000000 0.000000 0.983612 0.180296
1762554213.057488 1.904801 0.149854 0.000000 0.000000 0.000000 0.983788 0.179333
1762554213.090472 1.937125 0.152664 0.000000 0.000000 0.000000 0.983953 0.178429
1762554213.123857 1.969756 0.155476 0.000000 0.000000 0.000000 0.984090 0.177668
1762554213.156491 2.001840 0.158113 0.000000 0.000000 0.000000 0.984177 0.177188
1762554213.189490 2.034612 0.160498 0.000000 0.000000 0.000000 0.984152 0.177330
1762554213.222455 2.067676 0.162648 0.000000 0.000000 0.000000 0.984048 0.177902
1762554213.255468 2.101074 0.164602 0.000000 0.000000 0.000000 0.983893 0.178756
1762554213.288772 2.135013 0.166398 0.000000 0.000000 0.000000 0.983696 0.179838
1762554213.321464 2.168590 0.168007 0.000000 0.000000 0.000000 0.983472 0.181061
1762554213.354471 2.202678 0.169505 0.000000 0.000000 0.000000 0.983224 0.182402
1762554213.387492 2.236960 0.170887 0.000000 0.000000 0.000000 0.982958 0.183831
1762554213.420497 2.271388 0.172167 0.000000 0.000000 0.000000 0.982684 0.185289
1762554213.453619 2.306074 0.173364 0.000000 0.000000 0.000000 0.982406 0.186759
1762554213.486494 2.340633 0.174469 0.000000 0.000000 0.000000 0.982127 0.188217
1762554213.519493 2.375426 0.175513 0.000000 0.000000 0.000000 0.981855 0.189635
1762554213.552494 2.410313 0.176498 0.000000 0.000000 0.000000 0.981590 0.191002
1762554213.585472 2.445253 0.177427 0.000000 0.000000 0.000000 0.981329 0.192335
1762554213.618503 2.480317 0.178312 0.000000 0.000000 0.000000 0.981078 0.193611
1762554213.651495 2.515392 0.179152 0.000000 0.000000 0.000000 0.980834 0.194847
1762554213.684472 2.550496 0.179952 0.000000 0.000000 0.000000 0.980596 0.196040
1762554213.717475 2.585663 0.180720 0.000000 0.000000 0.000000 0.980366 0.197185
1762554213.750496 2.620875 0.181458 0.000000 0.000000 0.000000 0.980148 0.198269
1762554213.783496 2.656079 0.182169 0.000000 0.000000 0.000000 0.979940 0.199291
1762554213.816496 2.691294 0.182857 0.000000 0.000000 0.000000 0.979747 0.200238
1762554213.849494 2.726507 0.183523 0.000000 0.000000 0.000000 0.979563 0.201139
1762554213.882496 2.761720 0.184170 0.000000 0.000000 0.000000 0.979389 0.201982
1762554213.915502 2.796926 0.184802 0.000000 0.000000 0.000000 0.979230 0.202752
1762554213.948499 2.832106 0.185417 0.000000 0.000000 0.000000 0.979078 0.203485
1762554213.981470 2.867232 0.186017 0.000000 0.000000 0.000000 0.978938 0.204156
1762554214.014477 2.902373 0.186607 0.000000 0.000000 0.000000 0.978808 0.204779
1762554214.047720 2.937758 0.187195 0.000000 0.000000 0.000000 0.978685 0.205367
1762554214.080499 2.972563 0.187749 0.000000 0.000000 0.000000 0.978570 0.205915
1762554214.113868 3.008021 0.188319 0.000000 0.000000 0.000000 0.978463 0.206420
1762554214.146476 3.042536 0.188844 0.000000 0.000000 0.000000 0.978369 0.206865
1762554214.179930 3.078008 0.189400 0.000000 0.000000 0.000000 0.978285 0.207266
1762554214.212500 3.112375 0.189907 0.000000 0.000000 0.000000 0.978213 0.207602
1762554214.245481 3.147194 0.190429 0.000000 0.000000 0.000000 0.978149 0.207905
1762554214.278475 3.182161 0.190999 0.000000 0.000000 0.000000 0.978089 0.208186
1762554214.311852 3.217713 0.191639 0.000000 0.000000 0.000000 0.978050 0.208369
1762554214.344506 3.252495 0.192292 0.000000 0.000000 0.000000 0.978025 0.208489
1762554214.377500 3.287793 0.193002 0.000000 0.000000 0.000000 0.978007 0.208573
1762554214.410501 3.323188 0.193747 0.000000 0.000000 0.000000 0.977991 0.208647
